time,open,high,low,close,MA,MA,MA,MA,MA,MA,Relative Strength Line,Relative Strength Line MA,PlotCandle (開盤價),PlotCandle (最高價,PlotCandle (最低價),PlotCandle (關閉),Shapes,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2014-09-09,24.77,25.77,24.035,24.4975,21.133006690000016,21.689349339999996,24.297709500000018,24.947987499999975,25.086224999999967,24.61900000000002,36.717977157588656,37.4633991164331,,,,,0,759385020,206515276.64,46.26614655762291,63.99114942156204,,,46.26614655762291,,,
2014-09-10,24.5025,25.2775,24.44,25.25,21.166196785000015,21.735637559999997,24.33805950000002,25.010862499999973,25.088999999999967,24.722000000000023,38.09519019935225,37.52083466942575,,,,,1,403478348,210617721.36,57.91610094029187,63.04179809041075,,,,,,
2014-09-11,25.1025,25.36,24.905,25.3575,21.200162950000013,21.78266149333333,24.37760950000002,25.063237499999975,25.07149999999997,24.887500000000024,38.118395141529994,37.57515834870796,,,,,0,249598972,212551822.64,59.274505855237614,62.187311818878655,,,,,,
2014-09-12,25.3025,25.5475,25.27,25.415,21.233713045000012,21.828361619999992,24.418509500000024,25.11523749999997,25.05674999999997,25.02200000000002,38.17116823950536,37.62934106605318,,,,,0,256387612,215402369.04,60.017906390475794,61.22699006053268,,,,,60.017906390475794,
2014-09-15,25.7025,25.7625,25.36,25.4075,21.265500640000013,21.871795079999995,24.45650950000002,25.160862499999972,25.034999999999968,25.185500000000022,38.38880103145743,37.69838288108993,,,,,0,245266064,218476350.08,59.86440818504928,60.20988964110694,,,,,,
2014-09-16,24.95,25.315,24.7225,25.215,21.294082880000015,21.91228568666666,24.48096950000002,25.182112499999974,24.97399999999997,25.329000000000022,38.12502204996648,37.737168260078704,,,,,0,267632532,219311565.6,55.91183125753457,59.288992607545026,,,,,,
2014-09-17,25.3175,25.45,25.14805,25.395,21.321759765000014,21.953985813333325,24.51211950000002,25.195237499999973,25.03999999999997,25.358000000000022,38.11193708791483,37.771238153518354,,,,,0,243705992,218967951.2,58.660386702563365,58.279163793212554,,,,,,
2014-09-18,25.4825,25.5875,25.39,25.4475,21.350563435000012,21.994009753333327,24.54411950000002,25.210487499999974,25.131749999999972,25.376000000000023,38.141309072378185,37.80488096432379,,,,,0,149197740,219036990.8,59.45434599069343,57.30048482557107,,,,,,
2014-09-19,25.5725,25.5875,25.22,25.24,21.375634610000017,22.032755119999994,24.57374450000002,25.215237499999972,25.181499999999968,25.341000000000022,37.64616975578713,37.790452672638644,,,,,0,283609624,221534339.12,54.961381890315714,55.94590730488903,,,,,,
2014-09-22,25.45,25.535,25.145,25.265,21.401066855000014,22.07119096666666,24.602944500000017,25.21198749999997,25.24899999999997,25.31250000000002,37.70145244727417,37.78236174306006,,,,,0,211153704,223035954.96,55.39870597168339,54.45510047022118,,,,,,
2014-09-23,25.15,25.735,25.135,25.66,21.427956065000018,22.114312519999995,24.633894500000014,25.225737499999973,25.365249999999968,25.40150000000002,38.6002035812244,37.856711001075,,,,,1,253608784,224683318.24,61.72282435484001,55.2979188302184,,,,,61.72282435484001,
2014-09-24,25.54,25.7125,25.3,25.4375,21.455140095000015,22.157431693333326,24.666044500000016,25.23649999999997,25.383999999999965,25.41000000000002,38.487822591626866,37.91408478203426,,,,,0,240687312,225841370.4,56.83427028341275,56.024733806418645,,,,,,
2014-09-25,25.1275,25.1775,24.43,24.4675,21.476329480000015,22.19548895999999,24.681494500000017,25.183249999999973,25.294999999999966,25.214000000000024,36.73247260171146,37.80666549291401,,,,,0,400367960,229568536.4,41.42909920974027,55.39197685153458,,,41.42909920974027,,,
