time,open,high,low,close,50MA,150MA,200MA,Pivot,Handle Low,Buy Zone Upper,C&H Detected,Qualified Setup,Breakout Wait,Retest Seen,BUY Hold,BUY Retest,Pattern Failed,Breakout Failed,Stop,MA,MA,MA,MA,MA,MA,50MA,150MA,200MA,Pivot,Handle Low,Buy Zone Upper,C&H Detected,Qualified Setup,Breakout Wait,Retest Seen,BUY Hold,BUY Retest,Pattern Failed,Breakout Failed,Stop,Relative Strength Line,Relative Strength Line MA,PlotCandle (開盤價),PlotCandle (最高價,PlotCandle (最低價),PlotCandle (關閉),Shapes,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2025-07-15,182.81,184.22,181.6,182,170.49999999999977,,173.32735000000014,,,,0,0,0,0,0,0,0,0,0,173.32735000000014,174.7901333333333,170.49999999999977,175.33849999999998,178.31500000000005,179.59800000000007,170.49999999999977,,173.32735000000014,,,,0,0,0,0,0,0,0,0,0,87.1014827990524,85.81359824352293,,,,,0,33448251,41878799.54,62.565600548056956,57.87380063241045,,,,,,
2025-07-16,183.235,184.327,182.03,182.97,170.87879999999979,,173.43475000000018,,,,0,0,0,0,0,0,0,0,0,173.43475000000018,174.85899999999995,170.87879999999979,175.64849999999996,179.02800000000008,180.86800000000008,170.87879999999979,,173.43475000000018,,,,0,0,0,0,0,0,0,0,0,87.91323190956746,86.00447403134517,,,,,0,33104193,42026583.3,63.826250716913854,58.75636497677835,,,,,,
2025-07-17,182.14,184.06,180.48,183.58,171.2661999999998,,173.53900000000016,,,,0,0,0,0,0,0,0,0,0,173.53900000000016,174.91813333333332,171.2661999999998,176.02999999999997,179.52200000000008,182.0600000000001,171.2661999999998,,173.53900000000016,,,,0,0,0,0,0,0,0,0,0,87.92552656492718,86.17911517076172,,,,,0,31992565,42239598.32,64.63286585772642,59.41653019726096,,,,,,
2025-07-18,185.4,186.42,183.71,185.06,171.7027999999998,,173.64455000000015,,,,0,0,0,0,0,0,0,0,0,173.64455000000015,174.9827333333333,171.7027999999998,176.61699999999996,180.07500000000007,183.03400000000005,171.7027999999998,,173.64455000000015,,,,0,0,0,0,0,0,0,0,0,88.16089307407083,86.35927679833527,,,,,0,34014509,42494344.3,66.57999992745707,59.795873345723194,,,,,,
2025-07-21,186.25,190.285,186.15,190.1,172.47719999999978,,173.76580000000016,,,,0,0,0,0,0,0,0,0,0,173.76580000000016,175.01559999999998,172.47719999999978,177.78999999999996,181.4060000000001,184.74200000000005,172.47719999999978,,173.76580000000016,,,,0,0,0,0,0,0,0,0,0,90.57010090871843,86.74207899018829,,,,,0,45803129,40855455.8,72.19416773168129,60.84492280328878,,,,,,
2025-07-22,191.495,191.645,187.46,191.34,173.21839999999983,,173.88755000000015,,,,0,0,0,0,0,0,0,0,0,173.88755000000015,174.98853333333332,173.21839999999983,179.09749999999997,183.1040000000001,186.61000000000007,173.21839999999983,,173.88755000000015,,,,0,0,0,0,0,0,0,0,0,91.03351153500306,87.13220922153509,,,,,0,44660215,40598686.26,73.37905816074456,62.024150124624946,,,,,,
2025-07-23,191.5,192.53,189.18,190.23,173.96799999999982,,174.00940000000014,,,,0,0,0,0,0,0,0,0,0,174.00940000000014,174.97699999999998,173.96799999999982,180.27049999999994,184.4650000000001,188.06200000000004,173.96799999999982,,174.00940000000014,,,,0,0,0,0,0,0,0,0,0,90.44745888427688,87.43359555451161,,,,,0,58681948,41123619.6,70.48360605872477,62.75331934358346,,,,,,
2025-07-24,197.03,197.95,191,192.17,174.6421999999998,,174.14095000000015,,,,0,0,0,0,0,0,0,0,0,174.14095000000015,174.99266666666665,174.6421999999998,181.34499999999997,185.92000000000007,189.78000000000003,174.6421999999998,,174.14095000000015,,,,0,0,0,0,0,0,0,0,0,90.66190693358914,87.72707840715502,,,,,0,74881687,41738476.98,72.52420629799374,63.55357496922079,,,,,,
2025-07-25,191.98,194.33,191.26,193.18,175.31519999999983,,174.27155000000016,,,,0,0,0,0,0,0,0,0,0,174.27155000000016,174.96946666666665,175.31519999999983,182.32699999999994,187.21900000000008,191.40400000000005,175.31519999999983,,174.27155000000016,,,,0,0,0,0,0,0,0,0,0,91.07452666515803,88.03139188515529,,,,,0,39785863,41686551.72,73.54946490685873,64.77855245737449,,,,,,
2025-07-28,193.65,194.05,190.84,192.58,175.8593999999998,,174.41955000000016,,,,0,0,0,0,0,0,0,0,0,174.41955000000016,174.9505333333333,175.8593999999998,183.02949999999996,188.32100000000008,191.90000000000003,175.8593999999998,,174.41955000000016,,,,0,0,0,0,0,0,0,0,0,90.43225094503535,88.24965179968984,,,,,0,38139504,41474224.42,71.83459420534442,66.16782077506564,,,,,,
2025-07-29,192.43,195.92,192.08,195.75,176.49519999999978,,174.57640000000015,,,,0,0,0,0,0,0,0,0,0,174.57640000000015,174.99953333333332,176.49519999999978,184.00549999999996,189.69600000000008,192.78200000000007,176.49519999999978,,174.57640000000015,,,,0,0,0,0,0,0,0,0,0,91.90486027644229,88.58194347939461,,,,,0,41389153,41639074.1,75.13342828600251,67.5663625779316,,,,,,
2025-07-30,195.6,197.5999,194.685,196.53,177.10199999999978,,174.74975000000018,,,,0,0,0,0,0,0,0,0,0,174.74975000000018,175.05299999999997,177.10199999999978,185.03999999999996,191.05200000000008,194.04200000000006,177.10199999999978,,174.74975000000018,,,,0,0,0,0,0,0,0,0,0,92.54466030542139,88.94219046357887,,,,,0,32445405,41431043.7,75.88195379727036,68.92078152508599,,,,,75.88195379727036,
2025-07-31,195.71,195.99,191.09,191.9,177.6091999999998,,174.89885000000015,,,,0,0,0,0,0,0,0,0,0,174.89885000000015,175.05626666666666,177.6091999999998,185.70299999999997,191.88400000000007,193.98800000000006,177.6091999999998,,174.89885000000015,,,,0,0,0,0,0,0,0,0,0,90.47775460521869,89.08178720372794,,,,,0,51329163,41849105.02,63.63666161235353,69.15926940907733,,,,,,
2025-08-01,189.025,190.83,187.82,189.13,178.11219999999983,,175.02830000000012,,,,0,0,0,0,0,0,0,0,0,175.02830000000012,175.0196,178.11219999999983,186.18299999999996,192.2910000000001,193.17800000000005,178.11219999999983,,175.02830000000012,,,,0,0,0,0,0,0,0,0,0,89.50244345661562,89.12002868126318,,,,,0,34832181,41613595.52,57.64339421618904,68.84751802309412,,,57.64339421618904,,,
2025-08-04,190.29,195.27,190.12,195.04,178.64179999999982,,175.17870000000013,,,,0,0,0,0,0,0,0,0,0,175.17870000000013,175.01246666666665,178.64179999999982,187.09549999999996,192.78500000000008,193.67000000000007,178.64179999999982,,175.17870000000013,,,,0,0,0,0,0,0,0,0,0,93.79929464571978,89.54541649621378,,,,,0,31547350,40776223.4,65.17859675046034,69.03416060898007,,,,,,
2025-08-05,194.71,197.8599,193.885,194.67,179.11779999999982,,175.32475000000014,,,,0,0,0,0,0,0,0,0,0,175.32475000000014,175.00626666666665,179.11779999999982,188.11099999999996,193.11800000000008,193.4540000000001,179.11779999999982,,175.32475000000014,,,,0,0,0,0,0,0,0,0,0,92.26168377849359,89.79234988551194,,,,,0,31602340,39910981.84,64.40609464556724,69.07557803245531,,,,,,
2025-08-06,194.5,196.63,193.67,196.09,179.6701999999998,,175.47940000000014,197.95,187.82,,1,1,0,0,0,0,0,0,0,175.47940000000014,175.02846666666665,179.6701999999998,189.0845,193.70400000000006,193.36600000000007,179.6701999999998,,175.47940000000014,197.95,187.82,,1,1,0,0,0,0,0,0,0,93.38804927609856,90.11923164829254,,,,,0,21562908,39638011.22,66.06825224231869,69.17810563135477,,,,,,
2025-08-07,197.06,197.54,194.33,196.52,180.1425999999998,,175.6473500000001,197.95,187.82,,0,0,0,0,0,0,0,0,0,175.6473500000001,175.06366666666665,180.1425999999998,190.02949999999996,194.13900000000007,194.29000000000008,180.1425999999998,,175.6473500000001,197.95,187.82,,0,0,0,0,0,0,0,0,0,92.91652548049267,90.37353108758346,,,,,0,26321811,39404534.04,66.57723575852835,69.177908190717,,,,,,
2025-08-08,197.22,202.61,197.17,201.42,180.72379999999978,,175.83735000000013,197.95,187.82,,0,0,0,0,0,0,0,0,0,175.83735000000013,175.14446666666663,180.72379999999978,191.09099999999995,194.96300000000008,196.74800000000008,180.72379999999978,,175.83735000000013,197.95,187.82,,0,0,0,0,0,0,0,0,0,95.30929859510817,90.82223722463117,,,,,0,39161826,39492090.62,71.77325343168467,69.14784288357438,,,,,,
2025-08-11,200.935,201.475,199.07,201,181.30659999999978,,176.0220000000001,197.95,187.82,,0,0,0,0,0,0,0,0,0,176.0220000000001,175.22159999999997,181.30659999999978,192.06299999999996,195.8050000000001,197.94000000000008,181.30659999999978,,176.0220000000001,197.95,187.82,,0,0,0,0,0,0,0,0,0,94.3744678719888,91.14516728348185,,,,,0,25832435,39421263.26,70.75784504608626,68.96061337538451,,,,,,
2025-08-12,201.365,204.5,200.59,203.34,181.93859999999978,,176.21300000000014,197.95,187.82,,0,0,0,0,0,0,0,0,0,176.21300000000014,175.29859999999996,181.93859999999978,193.12999999999997,196.56400000000008,199.67400000000006,181.93859999999978,,176.21300000000014,197.95,187.82,,0,0,0,0,0,0,0,0,0,95.71253290991078,91.56038234042994,,,,,0,30424452,38976954.08,73.04584049915307,69.14363012112939,,,,,73.04584049915307,
2025-08-13,204.13,204.53,197.5101,201.96,182.5971999999998,,176.40890000000013,197.95,187.82,,0,0,0,0,0,0,0,0,0,176.40890000000013,175.3325333333333,182.5971999999998,194.0795,197.10700000000008,200.8480000000001,182.5971999999998,,176.40890000000013,197.95,187.82,,0,0,0,0,0,0,0,0,0,93.99681960982042,91.78187663764726,,,,,0,28342922,38771567.08,69.58782482973524,68.93388858768235,,,,,,
2025-08-14,201.5,204.44,201.225,202.94,183.33239999999975,,176.61000000000016,197.95,187.82,,0,0,0,0,0,0,0,0,0,176.61000000000016,175.38219999999995,183.33239999999975,195.04749999999999,198.21100000000007,202.1320000000001,183.33239999999975,,176.61000000000016,197.95,187.82,,0,0,0,0,0,0,0,0,0,94.14853887442995,91.99702775008205,,,,,0,25230427,38374477.56,70.65041336981363,68.72681347789342,,,,,,
2025-08-15,203.85,206.44,201.28,203.9,184.04939999999976,,176.80315000000013,197.95,187.82,,0,0,0,0,0,0,0,0,0,176.80315000000013,175.44853333333327,184.04939999999976,195.98949999999996,199.68800000000007,202.6280000000001,184.04939999999976,,176.80315000000013,197.95,187.82,,0,0,0,0,0,0,0,0,0,94.5655349824458,92.23052840756966,,,,,0,34931422,38535089.24,71.69376243769139,68.7167540659182,,,,,,
2025-08-18,204.2,205.265,202.49,203.5,184.75519999999977,,176.98705000000012,197.95,187.82,,0,0,0,0,0,0,0,0,0,176.98705000000012,175.5249333333333,184.75519999999977,196.65949999999998,200.53400000000008,203.1280000000001,184.75519999999977,,176.98705000000012,197.95,187.82,,0,0,0,0,0,0,0,0,0,94.65424455679953,92.45086623931783,,,,,0,18526594,38176729.84,70.56809659321695,68.39065894500494,,,,,,
2025-08-19,203.03,203.44,199.96,201.57,185.31299999999976,,177.14650000000012,197.95,187.82,,0,0,0,0,0,0,0,0,0,177.14650000000012,175.5953333333333,185.31299999999976,197.171,201.22400000000007,202.7740000000001,185.31299999999976,,177.14650000000012,197.95,187.82,,0,0,0,0,0,0,0,0,0,93.76569971903318,92.57039655565559,,,,,0,24240233,37946897.86,65.24507926004623,67.63088219234608,,,,,,
2025-08-20,200.73,201.28,196.595,199.32,185.7775999999998,,177.27080000000012,197.95,187.82,,0,0,0,0,0,0,0,0,0,177.27080000000012,175.6597333333333,185.7775999999998,197.62549999999996,201.54700000000008,202.2460000000001,185.7775999999998,,177.27080000000012,197.95,187.82,,0,0,0,0,0,0,0,0,0,93.26570337650669,92.63360626664206,,,,,0,28955498,37947289.7,59.60076479423579,67.3426038481948,,,59.60076479423579,,,
2025-08-21,199.745,202.48,199.43,199.75,186.20059999999978,,177.41400000000013,197.95,187.82,,0,0,0,0,0,0,0,0,0,177.41400000000013,175.68773333333328,186.20059999999978,198.00449999999995,201.87000000000006,201.60800000000012,186.20059999999978,,177.41400000000013,197.95,187.82,,0,0,0,0,0,0,0,0,0,93.69444587767892,92.73004623128178,,,,,0,19774633,37107459.94,60.307477276046036,67.53289549532745,,,,,,
2025-08-22,202.73,208.54,201.3,206.09,186.7753999999998,,177.58800000000014,197.95,187.82,,0,0,0,0,0,0,0,0,0,177.58800000000014,175.77559999999994,186.7753999999998,198.64999999999998,202.33700000000007,202.0460000000001,186.7753999999998,,177.58800000000014,197.95,187.82,,0,0,0,0,0,0,0,0,0,97.05691204958103,93.12339766930899,,,,,0,42827040,37331065.6,68.93593833651471,67.80127703718844,,,,,,
2025-08-25,206.43,210.52,205.28,208.49,187.43119999999976,,177.78425000000013,197.95,187.82,,0,0,0,0,0,0,0,0,0,177.78425000000013,175.85886666666664,187.43119999999976,199.44549999999998,203.08600000000007,203.0440000000001,187.43119999999976,,177.78425000000013,197.95,187.82,,0,0,0,0,0,0,0,0,0,96.71837598114715,93.4502138794761,,,,,0,29928878,37510805.7,71.46473130342267,68.3054653698924,,,,,,
2025-08-26,207.51,207.85,205.7,207.14,188.0805999999998,,177.9712500000001,197.95,187.82,,0,0,0,0,0,0,0,0,0,177.9712500000001,175.91946666666664,188.0805999999998,200.015,203.46600000000007,204.15800000000007,188.0805999999998,,177.9712500000001,197.95,187.82,,0,0,0,0,0,0,0,0,0,96.50412854793447,93.72784248569958,,,,,0,28464130,37526826.16,68.10620372639812,68.45103333304094,,,,,,
2025-08-27,205.7,208.91,205.65,207.48,188.6947999999998,,178.12610000000012,197.95,187.82,,0,0,0,0,0,0,0,0,0,178.12610000000012,175.98019999999997,188.6947999999998,200.56249999999997,204.0180000000001,205.7900000000001,188.6947999999998,,178.12610000000012,197.95,187.82,,0,0,0,0,0,0,0,0,0,96.2642767110788,93.95842741527952,,,,,0,23022850,37439499,68.50761771249321,68.58891775832413,,,,,,
2025-08-28,207.25,212.22,206.9,211.64,189.40859999999978,,178.28055000000012,197.95,187.82,,0,0,0,0,0,0,0,0,0,178.28055000000012,176.07126666666665,189.40859999999978,201.54949999999997,204.88800000000006,208.16800000000006,189.40859999999978,,178.28055000000012,197.95,187.82,,0,0,0,0,0,0,0,0,0,97.96016607497441,94.32222183888814,,,,,0,32339307,37586824.28,72.98735452867724,68.67563926525217,,,,,,
2025-08-29,210.51,214.645,210.2,212.91,190.2003999999998,,178.4533500000001,197.95,187.82,,0,0,0,0,0,0,0,0,0,178.4533500000001,176.15593333333328,190.2003999999998,202.7385,205.78900000000007,209.5320000000001,190.2003999999998,,178.4533500000001,197.95,187.82,,0,0,0,0,0,0,0,0,0,98.23819374485724,94.67821928488533,,,,,0,39728364,37807241.08,74.19422049718166,68.92109465461613,,,,,,
2025-09-02,208.44,211.675,206.195,211.35,191.0945999999998,,178.6083500000001,197.95,187.82,,0,0,0,0,0,0,0,0,0,178.6083500000001,176.28619999999992,191.0945999999998,203.55399999999997,206.57400000000007,210.1040000000001,191.0945999999998,,178.6083500000001,197.95,187.82,,0,0,0,0,0,0,0,0,0,98.14635656514841,94.99350449218197,,,,,0,47523037,37244503.48,70.0539374400414,68.707387293251,,,,,,
2025-09-03,226.21,231.31,224.79,230.66,192.4039999999998,,178.8535500000001,197.95,187.82,,0,0,0,0,0,0,0,0,0,178.8535500000001,176.5219333333333,192.4039999999998,205.3535,209.4830000000001,214.80800000000008,192.4039999999998,,178.8535500000001,197.95,187.82,,0,0,0,0,0,0,0,0,0,107.86014561540513,96.16319913974772,,,,,0,103336125,38157806.28,82.82790144637819,69.65310705158264,,,,,,
2025-09-04,229.65,232.37,226.11,232.3,193.71459999999976,,179.12065000000013,197.95,187.82,,0,0,0,0,0,0,0,0,0,179.12065000000013,176.7678666666666,193.71459999999976,207.164,212.7810000000001,219.7720000000001,193.71459999999976,,179.12065000000013,197.95,187.82,,0,0,0,0,0,0,0,0,0,108.07549931997265,97.24613551976816,,,,,0,51684167,38381003.38,83.47271439540816,70.56898569626796,,,,,,
2025-09-05,232.2,235.76,231.9,235,195.0009999999998,,179.41775000000013,197.95,187.82,,0,0,0,0,0,0,1,0,0,179.41775000000013,176.99539999999993,195.0009999999998,209.08799999999997,216.3060000000001,224.44400000000013,195.0009999999998,,179.41775000000013,197.95,187.82,,0,0,0,0,0,0,1,0,0,108.42667511523219,98.2625482102649,,,,,0,46588925,38603202.1,84.50434655568407,71.48402741898173,,,,,,
2025-09-08,235.47,238.13,233.67,234.04,196.2109999999998,,179.7255000000001,,,,0,0,0,0,0,0,0,0,0,179.7255000000001,177.19553333333326,196.2109999999998,210.71899999999997,219.1010000000001,228.67000000000013,196.2109999999998,,179.7255000000001,,,,0,0,0,0,0,0,0,0,0,108.32660907720577,99.17746283453225,,,,,0,32474743,38616763.16,82.53175764735502,72.33857463713444,,,,,,
2025-09-09,234.165,240.47,233.229,239.63,197.43299999999977,,180.0471500000001,,,,0,0,0,0,0,0,0,0,0,180.0471500000001,177.45153333333326,197.43299999999977,212.65049999999997,222.2150000000001,234.3260000000001,197.43299999999977,,180.0471500000001,,,,0,0,0,0,0,0,0,0,0,110.68087622167891,100.22322768790922,,,,,0,38060959,37215178.34,84.76226300391016,73.73265919026758,,,,,,
2025-09-10,238.9,241.66,237.85,239.17,198.69179999999977,,180.35240000000013,,,,0,0,0,0,0,0,0,0,0,180.35240000000013,177.67013333333327,198.69179999999977,214.44199999999995,225.41800000000006,236.0280000000001,198.69179999999977,,180.35240000000013,,,,0,0,0,0,0,0,0,0,0,110.17225018502538,101.12768427855615,,,,,0,35141074,36650422.7,83.81384339343465,75.46216480449607,,,,,,
2025-09-11,239.88,242.25,236.25,240.37,199.98239999999979,,180.67435000000012,,,,0,0,0,0,0,0,0,0,0,180.67435000000012,177.9970666666666,199.98239999999979,216.3625,228.70700000000005,237.6420000000001,199.98239999999979,,180.67435000000012,,,,0,0,0,0,0,0,0,0,0,110.39600246783924,101.97025865940006,,,,,0,30599328,36544318.74,84.3071400576426,77.17642643175297,,,,,,
2025-09-12,240.37,242.075,238,240.8,201.2255999999998,,181.0402000000001,,,,0,0,0,0,0,0,0,0,0,181.0402000000001,178.3250666666666,201.2255999999998,218.25549999999998,231.6230000000001,238.80200000000013,201.2255999999998,,181.0402000000001,,,,0,0,0,0,0,0,0,0,0,109.66257203057923,102.6695598749618,,,,,0,26771610,36497172,84.48955507526654,78.28739905594954,,,,,,
2025-09-15,244.66,252.4099,244.66,251.61,202.66719999999978,,181.4744500000001,,,,0,0,0,0,0,0,0,0,0,181.4744500000001,178.7668666666666,202.66719999999978,220.641,235.49300000000008,242.31600000000012,202.66719999999978,,181.4744500000001,,,,0,0,0,0,0,0,0,0,0,114.6412363994241,103.75789410445837,,,,,0,58383796,37231053.34,88.20231721792041,79.48294090698508,,,,,88.20231721792041,
2025-09-16,252.08,253.04,249.47,251.16,204.15459999999976,,181.89200000000008,,,,0,0,0,0,0,0,0,0,0,181.89200000000008,179.19813333333326,204.15459999999976,223.02399999999997,239.47400000000007,244.62200000000016,204.15459999999976,,181.89200000000008,,,,0,0,0,0,0,0,0,0,0,113.89976856645741,104.67988269191284,,,,,0,34109720,37229734.78,87.26585828057134,80.85148766085459,,,,,,
2025-09-17,251.22,251.6,246.28,249.53,205.65799999999973,,182.29405000000008,,,,0,0,0,0,0,0,0,0,0,182.29405000000008,179.62619999999995,205.65799999999973,225.42199999999997,241.36100000000005,246.69400000000013,205.65799999999973,,182.29405000000008,,,,0,0,0,0,0,0,0,0,0,113.30650226964158,105.46412083534273,,,,,0,34107992,37103043.92,83.7953856636955,81.94347108594047,,,,,,
2025-09-18,251.68,253.99,249.8,252.03,207.16619999999978,,182.7080500000001,,,,0,0,0,0,0,0,0,0,0,182.7080500000001,180.0823333333333,207.16619999999978,228.05749999999998,243.33400000000006,249.02600000000015,207.16619999999978,,182.7080500000001,,,,0,0,0,0,0,0,0,0,0,114.55284257222334,106.29036826596824,,,,,0,31239474,36867321.52,84.79421262907076,82.78681809311142,,,,,,
2025-09-19,253.25,256,251.81,254.72,208.70819999999978,,183.13690000000008,,,,0,0,0,0,0,0,0,0,0,183.13690000000008,180.53953333333328,208.70819999999978,230.80599999999998,245.3060000000001,251.81000000000012,208.70819999999978,,183.13690000000008,,,,0,0,0,0,0,0,0,0,0,115.22402913170335,107.10251925376234,,,,,0,55571424,37393702.28,85.8078806998018,83.61636525044143,,,,,,
2025-09-22,254.43,255.78,250.3,252.53,210.15499999999975,,183.5421000000001,,,,0,0,0,0,0,0,0,0,0,183.5421000000001,180.98819999999995,210.15499999999975,233.128,247.15500000000006,251.99400000000014,210.15499999999975,,183.5421000000001,,,,0,0,0,0,0,0,0,0,0,113.67766195454335,107.70025949928788,,,,,0,32290538,37353854.6,81.06959364009406,84.40319783615949,,,,,,
